date,time,temp c,spcond (ms/cm),ph,do (mg/l),do (%),turbidity (fnu),chlorophyll (rfu),phycocyanin (rfu),sysbattery
05/14/2017,19:00:00,14.06,.88,7.15,8.54,83.23,2.26,1.43,.37,11.92
05/14/2017,19:15:00,14.06,.88,7.17,8.58,83.62,2.3,1.52,.4,11.92
05/14/2017,19:30:00,14.05,.87,7.18,8.6,83.8,2.37,1.89,.43,11.85
05/14/2017,19:45:00,14.04,.87,7.19,8.6,83.73,2.4,1.78,.45,11.91
05/14/2017,20:00:00,14.03,.87,7.19,8.58,83.5,2.37,1.81,.44,11.9
05/14/2017,20:15:00,14.04,.88,7.19,8.56,83.37,2.55,1.6,.5,11.9
05/14/2017,20:30:00,14.03,.88,7.18,8.54,83.14,2.52,1.97,.54,11.93
05/14/2017,20:45:00,14.01,.88,7.19,8.62,83.92,2.28,1.83,.51,11.9
05/14/2017,21:00:00,14.01,.88,7.19,8.62,83.93,2.37,2.33,.46,11.91
05/14/2017,21:15:00,14.02,.88,7.19,8.62,83.93,2.32,1.7,.5,11.91
05/14/2017,21:30:00,14.01,.88,7.19,8.62,83.9,2.35,1.9,.5,11.89
05/14/2017,21:45:00,14,.88,7.18,8.64,84.03,2.33,1.82,.45,11.85
05/14/2017,22:00:00,13.99,.88,7.17,8.63,83.9,2.22,1.71,.48,11.9
05/14/2017,22:15:00,14,.88,7.17,8.63,83.96,2.35,1.88,.51,11.9
05/14/2017,22:30:00,13.98,.88,7.17,8.6,83.62,2.26,1.73,.48,11.88
05/14/2017,22:45:00,13.95,.86,7.17,8.58,83.41,2.53,1.61,.46,11.88
05/14/2017,23:00:00,13.95,.86,7.16,8.59,83.42,2.47,2.51,.45,11.88
05/14/2017,23:15:00,13.93,.86,7.16,8.56,83.17,2.51,2.8,.44,11.88
05/14/2017,23:30:00,13.95,.86,7.17,8.56,83.16,2.57,1.72,.44,11.89
05/14/2017,23:45:00,13.92,.86,7.17,8.58,83.28,2.51,1.52,.43,11.93
05/15/2017,00:00:00,13.91,.86,7.18,8.57,83.21,2.65,1.68,.45,11.85
05/15/2017,00:15:00,13.91,.86,7.17,8.56,83.09,2.43,1.68,.45,11.9
05/15/2017,00:30:00,13.92,.86,7.16,8.54,82.88,2.54,1.47,.45,11.94
05/15/2017,00:45:00,13.91,.86,7.16,8.54,82.89,2.44,1.66,.41,11.9
05/15/2017,01:00:00,13.92,.86,7.16,8.52,82.78,2.58,1.54,.43,11.89
05/15/2017,01:15:00,13.91,.86,7.17,8.53,82.82,2.45,1.7,.46,11.89
05/15/2017,01:30:00,13.89,.86,7.15,8.52,82.68,2.59,2.88,.43,11.88
05/15/2017,01:45:00,13.9,.86,7.15,8.52,82.69,2.55,1.93,.45,11.86
05/15/2017,02:00:00,13.9,.86,7.14,8.5,82.48,2.7,1.87,.45,11.91
05/15/2017,02:15:00,13.88,.86,7.14,8.5,82.46,2.6,1.56,.44,11.89
05/15/2017,02:30:00,13.88,.87,7.15,8.49,82.38,2.51,1.7,.45,11.88
05/15/2017,02:45:00,13.87,.86,7.16,8.5,82.49,2.52,1.62,.42,11.86
05/15/2017,03:00:00,13.87,.86,7.17,8.49,82.4,3.04,1.65,.44,11.85
05/15/2017,03:15:00,13.86,.87,7.17,8.48,82.27,2.53,1.55,.43,11.92
05/15/2017,03:30:00,13.87,.87,7.17,8.47,82.2,2.71,1.77,.46,11.84
05/15/2017,03:45:00,13.85,.87,7.17,8.46,82.05,2.73,1.54,.43,11.84
05/15/2017,04:00:00,13.83,.86,7.18,8.49,82.31,2.5,1.6,.42,11.84
05/15/2017,04:15:00,13.84,.86,7.18,8.46,82.04,2.51,1.76,.46,11.86
05/15/2017,04:30:00,13.84,.87,7.18,8.47,82.08,2.88,1.58,.43,11.83
05/15/2017,04:45:00,13.84,.87,7.17,8.46,82,2.5,1.8,.45,11.9
05/15/2017,05:00:00,13.82,.87,7.18,8.45,81.89,2.55,1.62,.42,11.88
05/15/2017,05:15:00,13.82,.87,7.18,8.44,81.82,2.48,1.5,.4,11.83
05/15/2017,05:30:00,13.81,.87,7.18,8.45,81.82,2.41,1.34,.4,11.8
05/15/2017,05:45:00,13.81,.87,7.18,8.44,81.73,2.45,1.65,.42,11.82
05/15/2017,06:00:00,13.8,.87,7.17,8.42,81.57,2.51,1.51,.42,11.8
05/15/2017,06:15:00,13.8,.87,7.17,8.42,81.57,2.55,1.59,.44,11.85
05/15/2017,06:30:00,13.79,.87,7.17,8.41,81.4,2.62,1.55,.43,11.84
05/15/2017,06:45:00,13.79,.87,7.17,8.41,81.46,2.32,1.52,.38,11.83
05/15/2017,07:00:00,13.78,.87,7.17,8.42,81.49,2.58,1.6,.43,11.86
05/15/2017,07:15:00,13.77,.87,7.17,8.4,81.26,2.53,1.45,.4,11.84
05/15/2017,07:30:00,13.76,.88,7.17,8.41,81.4,2.45,1.43,.41,11.9
05/15/2017,07:45:00,13.76,.88,7.17,8.43,81.57,2.46,1.39,.4,11.9
05/15/2017,08:00:00,13.76,.88,7.16,8.45,81.75,2.41,1.53,.4,11.99
05/15/2017,08:15:00,13.76,.88,7.16,8.47,82,2.39,1.42,.39,11.88
05/15/2017,08:30:00,13.75,.88,7.17,8.49,82.13,2.37,1.29,.4,11.83
05/15/2017,08:45:00,13.72,.87,7.18,8.52,82.39,2.46,1.49,.4,11.86
05/15/2017,09:00:00,13.72,.87,7.16,8.51,82.25,2.39,1.46,.42,11.85
05/15/2017,09:15:00,13.74,.87,7.16,8.52,82.4,2.37,1.32,.41,11.83
05/15/2017,09:30:00,13.73,.87,7.16,8.53,82.45,2.34,1.12,.39,11.85
05/15/2017,09:45:00,13.74,.87,7.16,8.54,82.57,2.39,1.51,.43,11.83
05/15/2017,10:00:00,13.73,.86,7.15,8.53,82.53,2.56,1.56,.42,11.91
05/15/2017,10:15:00,13.72,.86,7.14,8.55,82.62,2.38,1.45,.43,11.88
05/15/2017,10:30:00,13.68,.84,7.15,8.57,82.78,2.51,1.59,.45,11.89
05/15/2017,10:45:00,13.7,.84,7.14,8.53,82.41,2.56,1.35,.44,11.92
05/15/2017,11:00:00,13.71,.84,7.14,8.52,82.32,2.71,1.53,.45,11.95
05/15/2017,11:15:00,13.72,.84,7.13,8.51,82.29,2.53,1.59,.46,11.92
05/15/2017,11:30:00,13.75,.84,7.14,8.55,82.69,2.4,1.55,.45,12.02
05/15/2017,11:45:00,13.79,.84,7.15,8.55,82.83,2.49,1.51,.45,12.11
05/15/2017,12:00:00,13.79,.84,7.15,8.56,82.93,2.48,1.59,.46,12.04
05/15/2017,12:15:00,13.8,.83,7.14,8.56,82.91,2.57,2.05,.48,12.07
05/15/2017,12:30:00,13.76,.83,7.15,8.53,82.56,2.64,1.75,.48,11.94
05/15/2017,12:45:00,13.74,.83,7.16,8.54,82.56,2.82,1.68,.43,11.9
05/15/2017,13:00:00,13.76,.83,7.15,8.53,82.56,2.63,1.55,.43,12.21
05/15/2017,13:15:00,13.75,.83,7.14,8.51,82.36,2.61,1.53,.44,11.94
05/15/2017,13:30:00,13.75,.83,7.14,8.51,82.29,2.84,1.38,.41,12.02
05/15/2017,13:45:00,13.76,.83,7.14,8.52,82.41,2.66,1.58,.45,12.06
05/15/2017,14:00:00,13.79,.83,7.16,8.54,82.64,2.72,1.53,.46,12.27
05/15/2017,14:15:00,13.8,.83,7.13,8.54,82.74,2.54,1.75,.44,12.19
05/15/2017,14:30:00,13.82,.83,7.14,8.55,82.81,2.54,1.51,.45,12.18
05/15/2017,14:45:00,13.79,.83,7.14,8.5,82.34,2.66,1.41,.4,12.03
05/15/2017,15:00:00,13.79,.84,7.15,8.48,82.15,2.57,1.3,.37,12.03
05/15/2017,15:15:00,13.75,.83,7.16,8.46,81.85,2.74,1.22,.34,12.02
05/15/2017,15:30:00,13.7,.83,7.16,8.45,81.63,2.63,1.4,.33,11.99
05/15/2017,15:45:00,13.67,.83,7.16,8.43,81.43,2.79,1.16,.33,11.95
05/15/2017,16:00:00,13.63,.82,7.14,8.44,81.41,2.85,1.5,.32,11.92
05/15/2017,16:15:00,13.63,.82,7.13,8.42,81.27,2.67,1.17,.33,12.06
05/15/2017,16:30:00,13.75,.83,7.13,8.35,80.82,2.51,1.22,.33,11.99
05/15/2017,16:45:00,13.77,.83,7.15,8.44,81.69,2.44,1.25,.35,11.98
05/15/2017,17:00:00,13.8,.83,7.14,8.47,82.03,2.57,1.26,.36,12.04
05/15/2017,17:15:00,13.78,.83,7.14,8.46,81.88,3.04,1.25,.33,12.16
05/15/2017,17:30:00,13.81,.83,7.14,8.51,82.44,2.53,1.26,.34,12.07
05/15/2017,17:45:00,13.86,.83,7.15,8.5,82.47,2.47,1.19,.33,12.17
05/15/2017,18:00:00,13.87,.83,7.15,8.52,82.67,2.5,1.29,.36,11.94
05/15/2017,18:15:00,13.82,.83,7.13,8.45,81.83,2.35,1.27,.34,11.92
05/15/2017,18:30:00,13.76,.83,7.13,8.39,81.23,2.54,1.19,.33,11.92
05/15/2017,18:45:00,13.73,.83,7.13,8.35,80.75,2.63,1.11,.32,11.92
05/15/2017,19:00:00,13.66,.82,7.11,8.35,80.61,2.69,1.01,.33,11.89
05/15/2017,19:15:00,13.64,.82,7.11,8.34,80.48,2.77,1.17,.32,11.85
05/15/2017,19:30:00,13.65,.82,7.12,8.29,80.03,2.58,1.14,.32,11.84
05/15/2017,19:45:00,13.58,.81,7.13,8.36,80.61,2.74,1.18,.32,11.82
05/15/2017,20:00:00,13.62,.82,7.13,8.22,79.32,2.51,1.16,.32,11.82
05/15/2017,20:15:00,13.6,.81,7.16,8.51,82.02,2.64,1.46,.35,11.79
05/15/2017,20:30:00,13.65,.82,7.17,8.52,82.24,2.74,3.59,.41,11.84
05/15/2017,20:45:00,13.63,.81,7.18,8.53,82.32,2.74,1.5,.4,11.81
05/15/2017,21:00:00,13.62,.8,7.18,8.57,82.68,3.05,3.62,.41,11.8
05/15/2017,21:15:00,13.6,.8,7.19,8.58,82.77,2.89,1.72,.45,11.77
05/15/2017,21:30:00,13.63,.8,7.19,8.61,83.1,3.01,1.82,.47,11.84
05/15/2017,21:45:00,13.63,.8,7.19,8.61,83.09,2.84,1.56,.42,11.82
05/15/2017,22:00:00,13.62,.79,7.19,8.64,83.34,2.66,1.84,.48,11.8
05/15/2017,22:15:00,13.61,.79,7.2,8.66,83.47,2.92,1.86,.49,11.8
05/15/2017,22:30:00,13.62,.79,7.2,8.65,83.44,2.98,1.72,.48,11.8
05/15/2017,22:45:00,13.61,.79,7.19,8.65,83.42,2.8,1.68,.45,11.81
05/15/2017,23:00:00,13.6,.79,7.19,8.65,83.38,2.99,1.75,.5,11.8
05/15/2017,23:15:00,13.61,.79,7.19,8.64,83.3,3.03,1.86,.48,11.74
05/15/2017,23:30:00,13.6,.79,7.19,8.62,83.11,2.92,1.64,.49,11.79
05/15/2017,23:45:00,13.59,.79,7.19,8.59,82.77,2.78,1.73,.49,11.78
05/16/2017,00:00:00,13.59,.79,7.17,8.63,83.16,3.08,1.95,.47,11.85
05/16/2017,00:15:00,13.58,.79,7.16,8.59,82.82,3.07,1.8,.48,11.78
05/16/2017,00:30:00,13.57,.79,7.16,8.6,82.83,2.89,1.88,.51,11.78
05/16/2017,00:45:00,13.55,.79,7.17,8.63,83.1,2.99,1.94,.47,11.77
05/16/2017,01:00:00,13.55,.79,7.15,8.6,82.85,2.82,1.78,.49,11.77
05/16/2017,01:15:00,13.54,.79,7.14,8.59,82.76,2.81,1.69,.48,11.81
05/16/2017,01:30:00,13.54,.79,7.16,8.58,82.65,2.83,1.77,.48,11.8
05/16/2017,01:45:00,13.55,.79,7.16,8.56,82.45,2.87,1.77,.47,11.77
05/16/2017,02:00:00,13.53,.79,7.16,8.55,82.34,2.97,1.31,.44,11.81
05/16/2017,02:15:00,13.51,.79,7.15,8.56,82.39,2.98,1.65,.46,11.74
05/16/2017,02:30:00,13.51,.79,7.15,8.55,82.24,2.74,1.75,.47,11.77
05/16/2017,02:45:00,13.52,.79,7.15,8.53,82.11,2.82,1.86,.45,11.75
05/16/2017,03:00:00,13.51,.79,7.13,8.52,82.02,2.92,1.72,.46,11.77
05/16/2017,03:15:00,13.5,.79,7.13,8.55,82.24,2.96,1.61,.44,11.77
05/16/2017,03:30:00,13.49,.79,7.14,8.54,82.17,2.89,1.76,.47,11.77
05/16/2017,03:45:00,13.48,.79,7.15,8.55,82.16,2.79,1.69,.47,11.77
05/16/2017,04:00:00,13.47,.79,7.16,8.56,82.32,2.81,1.65,.46,11.77
05/16/2017,04:15:00,13.47,.79,7.16,8.54,82.14,2.88,1.65,.45,11.75
05/16/2017,04:30:00,13.45,.79,7.16,8.55,82.18,2.81,1.64,.47,11.77
05/16/2017,04:45:00,13.44,.79,7.14,8.57,82.3,2.77,1.55,.48,11.74
05/16/2017,05:00:00,13.46,.79,7.15,8.55,82.19,2.97,1.64,.48,11.77
05/16/2017,05:15:00,13.45,.79,7.15,8.54,82.1,2.7,1.61,.44,11.74
05/16/2017,05:30:00,13.43,.79,7.14,8.57,82.28,2.66,1.68,.45,11.74
05/16/2017,05:45:00,13.43,.79,7.13,8.56,82.25,2.79,1.62,.44,11.73
05/16/2017,06:00:00,13.44,.79,7.12,8.55,82.13,2.78,1.48,.45,11.71
05/16/2017,06:15:00,13.44,.79,7.12,8.55,82.12,2.98,1.49,.47,11.75
05/16/2017,06:30:00,13.44,.79,7.12,8.54,82.02,2.85,1.59,.44,11.84
05/16/2017,06:45:00,13.43,.79,7.13,8.53,81.94,2.81,3.29,.44,11.78
05/16/2017,07:00:00,13.43,.79,7.12,8.52,81.82,2.83,2.41,.43,11.86
05/16/2017,07:15:00,13.43,.79,7.12,8.54,81.98,2.76,1.55,.42,11.74
05/16/2017,07:30:00,13.42,.79,7.11,8.53,81.95,2.9,1.64,.45,11.78
05/16/2017,07:45:00,13.44,.79,7.13,8.59,82.55,2.7,1.85,.52,11.74
05/16/2017,08:00:00,13.44,.79,7.15,8.61,82.74,2.67,1.62,.46,11.78
05/16/2017,08:15:00,13.45,.79,7.16,8.6,82.65,2.8,1.69,.47,11.71
05/16/2017,08:30:00,13.44,.79,7.17,8.59,82.52,2.85,1.53,.48,11.77
05/16/2017,08:45:00,13.52,.79,7.16,8.61,82.9,2.74,1.47,.47,12.02
05/16/2017,09:00:00,13.66,.79,7.17,8.67,83.66,2.75,1.69,.49,12.03
05/16/2017,09:15:00,13.65,.79,7.18,8.68,83.8,2.72,1.79,.5,12.07
05/16/2017,09:30:00,13.67,.79,7.17,8.7,84.03,2.75,1.83,.53,12.03
05/16/2017,09:45:00,13.7,.79,7.17,8.71,84.14,2.9,1.81,.55,12.12
05/16/2017,10:00:00,13.86,.79,7.19,8.74,84.72,2.61,1.97,.52,12.13
05/16/2017,10:15:00,13.8,.79,7.16,8.74,84.6,2.65,1.75,.51,12.07
05/16/2017,10:30:00,13.81,.79,7.15,8.7,84.27,2.7,1.76,.5,12.03
05/16/2017,10:45:00,13.79,.78,7.14,8.65,83.77,2.75,1.67,.49,12.01
05/16/2017,11:00:00,13.89,.78,7.15,8.68,84.18,2.83,1.7,.5,11.99
05/16/2017,11:15:00,13.77,.79,7.13,8.64,83.61,2.69,1.62,.5,12.04
05/16/2017,11:30:00,13.82,.79,7.14,8.64,83.74,2.69,1.62,.49,12.07
05/16/2017,11:45:00,13.9,.79,7.13,8.66,84.04,2.82,1.56,.48,12.16
05/16/2017,12:00:00,14.13,.78,7.15,8.79,85.78,2.8,2.91,.55,12.11
05/16/2017,12:15:00,14.26,.78,7.15,8.8,86.01,2.7,1.7,.51,12.23
05/16/2017,12:30:00,14.49,.78,7.15,8.81,86.62,2.7,1.49,.47,12.26
05/16/2017,12:45:00,14.57,.78,7.15,8.84,87.02,2.69,1.65,.48,12.21
05/16/2017,13:00:00,14.74,.78,7.17,8.86,87.57,2.6,1.61,.45,12.27
05/16/2017,13:15:00,15.12,.78,7.18,9,89.72,2.67,1.57,.46,12.27
05/16/2017,13:30:00,15.16,.78,7.19,9.11,90.83,2.89,1.83,.49,12.28
05/16/2017,13:45:00,15.41,.77,7.19,9.14,91.66,2.76,1.86,.51,12.36
05/16/2017,14:00:00,15.57,.77,7.21,9.23,92.82,2.75,1.8,.51,12.34
05/16/2017,14:15:00,15.76,.77,7.21,9.28,93.7,2.62,1.76,.5,12.4
05/16/2017,14:30:00,16,.78,7.25,9.4,95.47,2.65,1.56,.44,12.34
05/16/2017,14:45:00,16.05,.77,7.23,9.33,94.87,2.61,1.77,.48,12.35
05/16/2017,15:00:00,16.47,.77,7.21,9.31,95.44,2.64,1.56,.43,12.34
05/16/2017,15:15:00,16.55,.77,7.24,9.38,96.36,2.48,1.58,.43,12.35
05/16/2017,15:30:00,16.51,.77,7.23,9.3,95.44,2.55,1.66,.44,12.45
05/16/2017,15:45:00,16.89,.77,7.24,9.37,96.98,2.45,1.71,.45,12.34
05/16/2017,16:00:00,17.01,.77,7.24,9.32,96.6,2.49,1.55,.43,12.35
05/16/2017,16:15:00,17.15,.77,7.25,9.42,97.94,2.52,1.59,.47,12.23
05/16/2017,16:30:00,16.9,.77,7.22,9.28,95.99,2.41,1.58,.45,12.25
05/16/2017,16:45:00,17.02,.77,7.24,9.27,96.15,2.44,1.65,.44,12.3
05/16/2017,17:00:00,16.72,.78,7.23,9.29,95.79,2.44,1.87,.47,12.22
05/16/2017,17:15:00,16.58,.78,7.22,9.26,95.2,2.5,1.75,.47,12.33
05/16/2017,17:30:00,16.21,.78,7.2,9.17,93.55,2.52,1.62,.45,12.32
05/16/2017,17:45:00,15.92,.78,7.18,9.13,92.58,2.6,1.68,.43,12.22
05/16/2017,18:00:00,16.23,.78,7.21,9.14,93.29,2.56,1.64,.49,12.19
05/16/2017,18:15:00,16.13,.78,7.2,9.14,93.02,2.55,2.02,.48,12.11
05/16/2017,18:30:00,16.14,.78,7.2,9.14,93.13,2.68,1.75,.45,12.34
05/16/2017,18:45:00,16.03,.78,7.17,9.09,92.38,2.55,1.72,.45,12.27
05/16/2017,19:00:00,16.12,.78,7.18,9.16,93.29,2.52,1.31,.4,12.27
05/16/2017,19:15:00,16.06,.78,7.17,9.15,93.02,2.62,1.62,.43,12.03
05/16/2017,19:30:00,15.93,.77,7.17,9.15,92.82,2.63,1.74,.46,11.99
05/16/2017,19:45:00,15.95,.77,7.19,9.18,93.09,2.52,2,.49,11.93
05/16/2017,20:00:00,15.73,.77,7.19,9.13,92.13,2.42,1.98,.51,11.92
05/16/2017,20:15:00,15.83,.77,7.2,9.16,92.72,2.54,1.98,.49,11.9
05/16/2017,20:30:00,15.81,.76,7.21,9.3,94.08,2.69,2.02,.48,11.91
05/16/2017,20:45:00,15.8,.76,7.22,9.3,94.05,2.61,1.82,.52,11.91
05/16/2017,21:00:00,15.76,.76,7.24,9.28,93.77,2.75,1.97,.49,11.9
05/16/2017,21:15:00,15.63,.76,7.17,9.17,92.42,2.76,2.01,.49,11.9
05/16/2017,21:30:00,15.59,.76,7.19,9.15,92.13,2.81,2.03,.49,11.91
05/16/2017,21:45:00,15.51,.76,7.15,9.08,91.23,2.64,1.81,.49,11.88
05/16/2017,22:00:00,15.49,.76,7.16,9.03,90.66,2.64,1.75,.42,11.9
05/16/2017,22:15:00,15.47,.76,7.18,9.02,90.58,2.57,1.59,.42,11.89
05/16/2017,22:30:00,15.48,.76,7.17,9.05,90.91,2.64,1.63,.42,11.88
05/16/2017,22:45:00,15.47,.76,7.18,9.04,90.78,2.51,1.69,.38,11.84
05/16/2017,23:00:00,15.47,.76,7.15,9.01,90.49,2.51,1.85,.42,11.86
05/16/2017,23:15:00,15.46,.76,7.17,8.99,90.22,2.6,1.58,.42,11.88
05/16/2017,23:30:00,15.46,.76,7.13,8.88,89.14,2.5,1.74,.43,11.83
05/16/2017,23:45:00,15.44,.76,7.16,8.95,89.76,2.68,1.7,.45,11.86
05/17/2017,00:00:00,15.44,.76,7.17,8.91,89.37,2.6,1.72,.43,11.85
05/17/2017,00:15:00,15.39,.76,7.12,8.89,89.11,2.6,1.85,.45,11.86
05/17/2017,00:30:00,15.4,.76,7.14,8.9,89.2,2.69,2.38,.49,11.91
05/17/2017,00:45:00,15.39,.76,7.16,8.88,88.99,2.57,1.75,.47,11.85
05/17/2017,01:00:00,15.35,.75,7.16,8.78,87.92,2.75,1.67,.43,11.88
05/17/2017,01:15:00,15.26,.73,7.16,8.82,88.15,2.71,1.65,.45,11.82
05/17/2017,01:30:00,15.29,.74,7.16,8.72,87.25,2.95,1.62,.42,11.88
05/17/2017,01:45:00,15.3,.75,7.16,8.78,87.82,2.71,1.49,.41,11.84
05/17/2017,02:00:00,15.19,.73,7.16,8.77,87.52,3.08,2.26,.44,11.85
05/17/2017,02:15:00,15.14,.71,7.17,8.79,87.63,2.71,1.76,.43,11.8
05/17/2017,02:30:00,15.12,.72,7.17,8.79,87.59,2.75,1.73,.44,11.85
05/17/2017,02:45:00,15.1,.72,7.17,8.78,87.43,2.65,1.66,.42,11.83
05/17/2017,03:00:00,15.11,.72,7.17,8.76,87.25,2.77,1.53,.4,11.83
05/17/2017,03:15:00,15.11,.72,7.16,8.74,87.04,2.89,1.52,.43,11.82
05/17/2017,03:30:00,15.08,.71,7.17,8.75,87.15,2.67,1.42,.39,11.84
05/17/2017,03:45:00,15.09,.72,7.16,8.73,86.92,3.2,1.35,.37,11.82
05/17/2017,04:00:00,15.09,.72,7.16,8.67,86.32,2.48,1.59,.41,11.83
05/17/2017,04:15:00,15.09,.72,7.16,8.73,86.9,2.72,1.72,.42,11.81
05/17/2017,04:30:00,15.08,.72,7.16,8.71,86.68,2.44,1.7,.43,11.78
05/17/2017,04:45:00,15.08,.72,7.16,8.7,86.61,2.62,2.47,.41,11.8
05/17/2017,05:00:00,15.08,.72,7.16,8.68,86.41,2.8,1.37,.39,11.82
05/17/2017,05:15:00,15.08,.72,7.16,8.68,86.36,2.61,1.81,.44,11.8
05/17/2017,05:30:00,15.08,.72,7.15,8.59,85.54,2.61,1.72,.43,11.79
05/17/2017,05:45:00,15.07,.72,7.15,8.58,85.38,2.55,1.86,.46,11.8
05/17/2017,06:00:00,15.06,.72,7.11,8.64,85.96,2.57,1.66,.44,11.78
05/17/2017,06:15:00,15.05,.72,7.13,8.65,86.02,2.67,2.11,.52,11.78
05/17/2017,06:30:00,15.06,.72,7.14,8.64,85.97,2.59,1.71,.46,11.73
05/17/2017,06:45:00,15.05,.72,7.15,8.65,86.06,2.68,1.91,.49,11.88
05/17/2017,07:00:00,15.05,.72,7.15,8.65,86.03,2.7,1.9,.51,11.8
05/17/2017,07:15:00,15.05,.72,7.15,8.63,85.81,2.6,2.03,.44,11.84
05/17/2017,07:30:00,15.06,.72,7.14,8.62,85.76,2.6,1.87,.46,11.83
05/17/2017,07:45:00,15.06,.72,7.15,8.68,86.41,2.72,1.92,.47,11.84
05/17/2017,08:00:00,15.1,.72,7.14,8.78,87.41,2.46,2.1,.54,11.8
05/17/2017,08:15:00,15.14,.72,7.15,8.76,87.28,2.46,2.14,.57,11.9
05/17/2017,08:30:00,15.12,.72,7.13,8.68,86.5,2.68,2.06,.49,11.84
05/17/2017,08:45:00,15.53,.72,7.16,8.94,89.89,2.42,2.1,.62,12.06
05/17/2017,09:00:00,15.54,.72,7.18,9.03,90.82,2.45,2.47,.69,12.17
05/17/2017,09:15:00,15.98,.72,7.21,9.15,92.85,2.81,2.25,.62,12.16
05/17/2017,09:30:00,16.19,.72,7.21,9.16,93.34,2.36,1.89,.52,12.16
05/17/2017,09:45:00,16.07,.72,7.21,9.18,93.33,2.43,2.03,.55,12.23
05/17/2017,10:00:00,16.13,.72,7.2,9.19,93.56,2.48,2.22,.62,12.24
05/17/2017,10:15:00,16.35,.71,7.15,9.14,93.45,2.45,1.82,.49,12.28
05/17/2017,10:30:00,16.54,.71,7.16,9.18,94.28,2.39,1.85,.51,12.22
05/17/2017,10:45:00,16.19,.71,7.17,9.23,94.03,2.52,2.2,.58,12.33
05/17/2017,11:00:00,16.23,.71,7.17,9.24,94.23,2.49,2.11,.58,12.26
05/17/2017,11:15:00,16.24,.71,7.14,9.18,93.67,2.55,1.92,.52,12.19
05/17/2017,11:30:00,16.39,.71,7.14,9.19,94.03,2.45,1.82,.51,12.27
05/17/2017,11:45:00,16.41,.71,7.14,9.13,93.53,2.48,1.79,.47,12.18
05/17/2017,12:00:00,16.27,.71,7.13,9.09,92.79,2.52,1.78,.48,12.27
05/17/2017,12:15:00,16.23,.71,7.13,9.11,92.89,2.49,1.65,.49,12.25
05/17/2017,12:30:00,16.3,.71,7.14,9.15,93.52,2.52,1.96,.51,12.27
05/17/2017,12:45:00,16.37,.71,7.14,9.18,93.89,2.62,1.92,.5,12.35
05/17/2017,13:00:00,16.56,.71,7.15,9.16,94.16,2.47,1.79,.47,12.26
05/17/2017,13:15:00,16.46,.71,7.15,9.19,94.23,2.51,1.86,.47,12.23
05/17/2017,13:30:00,16.54,.71,7.14,9.18,94.25,2.4,1.83,.48,12.37
05/17/2017,13:45:00,16.5,.71,7.16,9.22,94.6,2.51,2.04,.49,12.27
05/17/2017,14:00:00,16.71,.7,7.14,9.19,94.68,2.47,1.76,.44,12.29
05/17/2017,14:15:00,16.65,.7,7.13,9.16,94.31,2.47,1.73,.43,12.28
05/17/2017,14:30:00,16.71,.7,7.14,9.2,94.76,2.45,1.71,.45,12.35
05/17/2017,14:45:00,16.85,.7,7.14,9.2,95.03,2.48,1.76,.46,12.43
05/17/2017,15:00:00,17.02,.7,7.15,9.25,95.93,2.47,1.72,.43,12.33
05/17/2017,15:15:00,17.3,.7,7.16,9.25,96.47,2.38,1.69,.43,12.29
05/17/2017,15:30:00,17.15,.7,7.15,9.25,96.18,2.41,1.79,.43,12.36
05/17/2017,15:45:00,17.42,.7,7.17,9.25,96.76,2.42,1.76,.44,12.35
05/17/2017,16:00:00,17.51,.71,7.17,9.28,97.22,2.43,1.77,.43,12.28
05/17/2017,16:15:00,17.44,.71,7.17,9.26,96.83,2.38,1.78,.42,12.35
05/17/2017,16:30:00,17.27,.7,7.17,9.26,96.57,2.42,1.85,.45,12.25
05/17/2017,16:45:00,17.53,.71,7.16,9.25,96.98,2.36,1.78,.44,12.28
05/17/2017,17:00:00,17.76,.71,7.18,9.25,97.39,2.36,1.8,.41,12.36
05/17/2017,17:15:00,17.51,.71,7.17,9.28,97.18,2.39,2.01,.46,12.35
05/17/2017,17:30:00,17.45,.71,7.17,9.31,97.44,2.44,1.99,.48,12.36
05/17/2017,17:45:00,17.41,.71,7.18,9.32,97.49,2.51,2.12,.48,12.37
05/17/2017,18:00:00,17.32,.71,7.18,9.3,97.07,2.54,2.1,.5,12.35
05/17/2017,18:15:00,17.25,.71,7.17,9.3,96.88,2.35,2.1,.5,12.33
05/17/2017,18:30:00,17.4,.71,7.18,9.35,97.72,2.48,2.14,.51,12.39
05/17/2017,18:45:00,17.91,.71,7.24,9.58,101.22,2.53,2.25,.53,12.27
05/17/2017,19:00:00,17.76,.71,7.22,9.5,100.03,2.54,2.25,.52,12.27
05/17/2017,19:15:00,17.3,.71,7.16,9.3,97,2.5,2.07,.47,12.07
05/17/2017,19:30:00,17.15,.71,7.15,9.24,96.1,2.52,1.94,.44,12.01
05/17/2017,19:45:00,17.13,.7,7.14,9.21,95.79,2.54,1.88,.44,11.97
05/17/2017,20:00:00,17.08,.7,7.13,9.2,95.55,2.58,1.85,.43,11.98
05/17/2017,20:15:00,17.07,.7,7.13,9.18,95.29,2.48,1.87,.43,11.91
05/17/2017,20:30:00,17.06,.7,7.13,9.14,94.92,2.47,1.99,.43,11.94
05/17/2017,20:45:00,16.98,.7,7.13,9.13,94.57,2.46,2.15,.42,12.01
